frame_id,width,height,load_time,resize_time,preprocess_time,infer_time,postproc_time,total_time,memory_MB
60,1654,1080,0.0224,0.0009,0.0035,0.0160,0.0005,0.0432,1318.91
61,1654,1080,0.0225,0.0009,0.0035,0.0159,0.0005,0.0433,1318.91
62,1654,1080,0.0249,0.0009,0.0034,0.0161,0.0005,0.0459,1318.91
63,1654,1080,0.0226,0.0009,0.0034,0.0160,0.0005,0.0434,1318.91
64,1654,1080,0.0225,0.0009,0.0035,0.0160,0.0005,0.0433,1318.91
65,1654,1080,0.0229,0.0009,0.0036,0.0160,0.0005,0.0439,1318.91
66,1654,1080,0.0260,0.0009,0.0034,0.0160,0.0005,0.0467,1318.91
67,1654,1080,0.0224,0.0009,0.0035,0.0158,0.0005,0.0430,1318.91
68,1654,1080,0.0229,0.0009,0.0035,0.0159,0.0005,0.0437,1318.91
69,1654,1080,0.0229,0.0010,0.0035,0.0160,0.0006,0.0439,1318.91
70,1654,1080,0.0367,0.0010,0.0075,0.0160,0.0005,0.0617,1318.91
71,1654,1080,0.0224,0.0010,0.0035,0.0159,0.0006,0.0433,1318.91
72,1654,1080,0.0223,0.0009,0.0034,0.0161,0.0005,0.0431,1318.91
73,1654,1080,0.0277,0.0009,0.0037,0.0158,0.0004,0.0485,1318.91
74,1654,1080,0.0226,0.0009,0.0035,0.0160,0.0004,0.0434,1318.91
75,1654,1080,0.0235,0.0010,0.0034,0.0161,0.0004,0.0443,1318.91
76,1654,1080,0.0226,0.0009,0.0034,0.0159,0.0004,0.0432,1318.91
77,1654,1080,0.0260,0.0009,0.0034,0.0164,0.0004,0.0471,1318.91
78,1654,1080,0.0236,0.0009,0.0033,0.0160,0.0004,0.0442,1318.91
79,1654,1080,0.0226,0.0009,0.0034,0.0159,0.0004,0.0432,1318.91
80,1654,1080,0.0230,0.0009,0.0035,0.0160,0.0004,0.0438,1318.91
81,1654,1080,0.0345,0.0009,0.0034,0.0161,0.0004,0.0553,1318.91
82,1654,1080,0.0226,0.0018,0.0040,0.0159,0.0004,0.0447,1318.91
83,1654,1080,0.0224,0.0010,0.0036,0.0160,0.0004,0.0434,1318.91
84,1654,1080,0.0226,0.0009,0.0035,0.0160,0.0004,0.0434,1318.91
85,1654,1080,0.0264,0.0009,0.0035,0.0159,0.0004,0.0471,1318.91
86,1654,1080,0.0229,0.0009,0.0035,0.0158,0.0004,0.0434,1318.91
87,1654,1080,0.0227,0.0009,0.0035,0.0160,0.0004,0.0435,1318.91
88,1654,1080,0.0227,0.0010,0.0034,0.0159,0.0005,0.0435,1318.91
89,1654,1080,0.0317,0.0009,0.0034,0.0159,0.0004,0.0522,1318.91
90,1654,1080,0.0230,0.0009,0.0035,0.0159,0.0004,0.0437,1318.91
91,1654,1080,0.0226,0.0009,0.0035,0.0158,0.0004,0.0433,1318.91
92,1654,1080,0.0226,0.0009,0.0035,0.0161,0.0004,0.0435,1318.91
93,1654,1080,0.0348,0.0009,0.0034,0.0160,0.0004,0.0556,1318.91
94,1654,1080,0.0234,0.0009,0.0034,0.0158,0.0004,0.0440,1318.91
95,1654,1080,0.0237,0.0009,0.0034,0.0160,0.0004,0.0444,1318.91
96,1654,1080,0.0234,0.0009,0.0035,0.0160,0.0005,0.0442,1318.91
97,1654,1080,0.0252,0.0009,0.0034,0.0159,0.0004,0.0458,1318.91
98,1654,1080,0.0226,0.0009,0.0035,0.0159,0.0004,0.0433,1318.91
99,1654,1080,0.0230,0.0009,0.0035,0.0159,0.0005,0.0438,1318.91
100,1654,1080,0.0234,0.0010,0.0036,0.0160,0.0004,0.0445,1318.91
101,1654,1080,0.0255,0.0009,0.0035,0.0160,0.0004,0.0462,1318.91
102,1654,1080,0.0225,0.0009,0.0036,0.0159,0.0004,0.0433,1318.91
103,1654,1080,0.0227,0.0009,0.0035,0.0158,0.0004,0.0434,1318.91
104,1654,1080,0.0227,0.0009,0.0036,0.0158,0.0004,0.0433,1318.91
105,1654,1080,0.0268,0.0009,0.0034,0.0159,0.0004,0.0474,1318.91
106,1654,1080,0.0223,0.0009,0.0034,0.0159,0.0003,0.0428,1318.91
107,1654,1080,0.0224,0.0009,0.0035,0.0159,0.0004,0.0430,1318.91
108,1654,1080,0.0238,0.0009,0.0035,0.0159,0.0004,0.0445,1318.91
109,1654,1080,0.0302,0.0009,0.0035,0.0160,0.0005,0.0512,1318.91
110,1654,1080,0.0235,0.0009,0.0035,0.0159,0.0004,0.0441,1318.91
111,1654,1080,0.0224,0.0009,0.0036,0.0160,0.0004,0.0433,1318.91
112,1654,1080,0.0226,0.0009,0.0035,0.0158,0.0004,0.0433,1318.91
113,1654,1080,0.0290,0.0009,0.0034,0.0157,0.0005,0.0495,1318.91
114,1654,1080,0.0226,0.0009,0.0034,0.0159,0.0004,0.0432,1318.91
115,1654,1080,0.0236,0.0009,0.0033,0.0159,0.0007,0.0444,1318.91
116,1654,1080,0.0226,0.0009,0.0034,0.0160,0.0004,0.0432,1318.91
117,1654,1080,0.0353,0.0009,0.0035,0.0159,0.0004,0.0561,1318.91
118,1654,1080,0.0225,0.0009,0.0036,0.0160,0.0004,0.0434,1318.91
119,1654,1080,0.0225,0.0010,0.0034,0.0159,0.0004,0.0433,1318.91
120,1654,1080,0.0224,0.0009,0.0034,0.0159,0.0004,0.0430,1318.91
121,1654,1080,0.0352,0.0009,0.0034,0.0179,0.0013,0.0587,1318.91
122,1654,1080,0.0250,0.0009,0.0034,0.0159,0.0004,0.0456,1318.91
123,1654,1080,0.0224,0.0009,0.0033,0.0161,0.0005,0.0432,1318.91
124,1654,1080,0.0310,0.0009,0.0034,0.0160,0.0004,0.0517,1318.91
125,1654,1080,0.0221,0.0009,0.0034,0.0158,0.0005,0.0426,1318.91
126,1654,1080,0.0220,0.0009,0.0033,0.0159,0.0004,0.0425,1318.91
127,1654,1080,0.0224,0.0009,0.0034,0.0158,0.0004,0.0430,1318.91
128,1654,1080,0.0379,0.0009,0.0036,0.0159,0.0004,0.0586,1318.91
129,1654,1080,0.0284,0.0009,0.0034,0.0160,0.0004,0.0492,1318.91
130,1654,1080,0.0221,0.0009,0.0034,0.0159,0.0005,0.0428,1318.91
131,1654,1080,0.0299,0.0009,0.0034,0.0159,0.0004,0.0505,1318.91
132,1654,1080,0.0230,0.0009,0.0035,0.0159,0.0004,0.0437,1318.91
133,1654,1080,0.0220,0.0009,0.0035,0.0160,0.0004,0.0428,1318.91
134,1654,1080,0.0219,0.0009,0.0035,0.0160,0.0004,0.0427,1318.91
135,1654,1080,0.0238,0.0009,0.0034,0.0159,0.0004,0.0443,1318.91
136,1654,1080,0.0232,0.0009,0.0034,0.0159,0.0004,0.0438,1318.91
137,1654,1080,0.0222,0.0009,0.0034,0.0159,0.0004,0.0428,1318.91
138,1654,1080,0.0222,0.0009,0.0034,0.0159,0.0004,0.0428,1318.91
139,1654,1080,0.0271,0.0009,0.0036,0.0161,0.0004,0.0481,1318.91
140,1654,1080,0.0227,0.0009,0.0035,0.0159,0.0004,0.0434,1318.91
141,1654,1080,0.0221,0.0009,0.0033,0.0159,0.0004,0.0426,1318.91
142,1654,1080,0.0226,0.0009,0.0033,0.0159,0.0003,0.0430,1318.91
143,1654,1080,0.0301,0.0009,0.0034,0.0160,0.0003,0.0507,1318.91
144,1654,1080,0.0238,0.0009,0.0056,0.0165,0.0003,0.0472,1318.91
145,1654,1080,0.0224,0.0009,0.0035,0.0159,0.0004,0.0430,1318.91
146,1654,1080,0.0228,0.0009,0.0034,0.0158,0.0004,0.0434,1318.91
147,1654,1080,0.0272,0.0010,0.0034,0.0159,0.0003,0.0478,1318.91
148,1654,1080,0.0222,0.0009,0.0034,0.0160,0.0005,0.0429,1318.91
149,1654,1080,0.0235,0.0009,0.0036,0.0172,0.0005,0.0457,1318.91
150,1654,1080,0.0272,0.0010,0.0052,0.0175,0.0005,0.0514,1318.91
151,1654,1080,0.0232,0.0011,0.0054,0.0166,0.0004,0.0467,1318.91
152,1654,1080,0.0228,0.0010,0.0037,0.0162,0.0006,0.0442,1318.91
153,1654,1080,0.0226,0.0009,0.0046,0.0164,0.0005,0.0450,1318.91
154,1654,1080,0.0242,0.0010,0.0037,0.0167,0.0004,0.0460,1318.91
155,1654,1080,0.0230,0.0009,0.0037,0.0160,0.0004,0.0440,1318.91
156,1654,1080,0.0224,0.0010,0.0035,0.0163,0.0004,0.0436,1318.91
157,1654,1080,0.0237,0.0010,0.0038,0.0162,0.0005,0.0452,1318.91
158,1654,1080,0.0240,0.0009,0.0037,0.0160,0.0005,0.0450,1318.91
159,1654,1080,0.0232,0.0009,0.0036,0.0160,0.0005,0.0442,1318.91
160,1654,1080,0.0228,0.0009,0.0036,0.0162,0.0005,0.0439,1318.91
161,1654,1080,0.0227,0.0009,0.0035,0.0160,0.0004,0.0435,1318.91
162,1654,1080,0.0249,0.0010,0.0037,0.0167,0.0004,0.0467,1318.91
163,1654,1080,0.0231,0.0009,0.0036,0.0159,0.0004,0.0439,1318.91
164,1654,1080,0.0323,0.0009,0.0037,0.0184,0.0019,0.0573,1318.91
165,1654,1080,0.0231,0.0009,0.0035,0.0159,0.0005,0.0440,1318.91
166,1654,1080,0.0235,0.0009,0.0036,0.0160,0.0005,0.0445,1318.91
167,1654,1080,0.0232,0.0010,0.0037,0.0160,0.0005,0.0444,1318.91
168,1654,1080,0.0229,0.0009,0.0036,0.0159,0.0004,0.0437,1318.91
169,1654,1080,0.0227,0.0010,0.0036,0.0160,0.0005,0.0438,1318.91
170,1654,1080,0.0227,0.0009,0.0035,0.0160,0.0004,0.0435,1318.91
171,1654,1080,0.0226,0.0009,0.0034,0.0159,0.0004,0.0431,1318.91
172,1654,1080,0.0233,0.0010,0.0037,0.0163,0.0005,0.0448,1318.91
173,1654,1080,0.0239,0.0009,0.0038,0.0160,0.0005,0.0451,1318.91
174,1654,1080,0.0227,0.0009,0.0035,0.0160,0.0006,0.0437,1318.91
175,1654,1080,0.0333,0.0010,0.0035,0.0160,0.0005,0.0543,1318.91
176,1654,1080,0.0243,0.0010,0.0037,0.0167,0.0006,0.0463,1318.91
177,1654,1080,0.0320,0.0009,0.0034,0.0158,0.0005,0.0527,1318.91
178,1654,1080,0.0228,0.0009,0.0034,0.0159,0.0004,0.0434,1318.91
179,1654,1080,0.0228,0.0009,0.0032,0.0160,0.0005,0.0434,1318.91
180,1654,1080,0.0231,0.0009,0.0035,0.0160,0.0004,0.0439,1318.91
181,1654,1080,0.0263,0.0009,0.0035,0.0160,0.0005,0.0471,1318.91
182,1654,1080,0.0226,0.0009,0.0036,0.0160,0.0005,0.0435,1318.91
183,1654,1080,0.0226,0.0010,0.0038,0.0164,0.0004,0.0442,1318.91
184,1654,1080,0.0231,0.0010,0.0037,0.0160,0.0005,0.0443,1318.91
185,1654,1080,0.0245,0.0010,0.0044,0.0163,0.0006,0.0468,1318.91
186,1654,1080,0.0230,0.0009,0.0036,0.0162,0.0005,0.0442,1318.91
187,1654,1080,0.0231,0.0009,0.0039,0.0180,0.0005,0.0465,1318.91
188,1654,1080,0.0232,0.0010,0.0036,0.0161,0.0005,0.0444,1318.91
189,1654,1080,0.0269,0.0009,0.0035,0.0161,0.0010,0.0484,1318.91
190,1654,1080,0.0249,0.0009,0.0037,0.0161,0.0008,0.0463,1318.91
191,1654,1080,0.0228,0.0010,0.0037,0.0165,0.0005,0.0445,1318.91
192,1654,1080,0.0227,0.0009,0.0036,0.0160,0.0004,0.0436,1318.91
193,1654,1080,0.0251,0.0009,0.0035,0.0161,0.0004,0.0459,1318.91
194,1654,1080,0.0233,0.0009,0.0037,0.0160,0.0004,0.0443,1318.91
195,1654,1080,0.0224,0.0010,0.0035,0.0160,0.0005,0.0434,1318.91
196,1654,1080,0.0237,0.0009,0.0034,0.0159,0.0004,0.0443,1318.91
197,1654,1080,0.0257,0.0009,0.0034,0.0158,0.0004,0.0462,1318.91
198,1654,1080,0.0220,0.0010,0.0035,0.0160,0.0004,0.0428,1318.91
199,1654,1080,0.0221,0.0009,0.0034,0.0159,0.0004,0.0425,1318.91
200,1654,1080,0.0220,0.0010,0.0036,0.0161,0.0005,0.0431,1318.91
201,1654,1080,0.0317,0.0009,0.0035,0.0159,0.0005,0.0525,1318.91
202,1654,1080,0.0226,0.0010,0.0035,0.0160,0.0004,0.0435,1318.91
203,1654,1080,0.0270,0.0011,0.0038,0.0160,0.0004,0.0484,1318.91
204,1654,1080,0.0218,0.0009,0.0035,0.0158,0.0004,0.0423,1318.91
205,1654,1080,0.0294,0.0009,0.0036,0.0160,0.0005,0.0504,1318.91
206,1654,1080,0.0226,0.0009,0.0036,0.0158,0.0004,0.0433,1318.91
207,1654,1080,0.0219,0.0009,0.0033,0.0158,0.0004,0.0423,1318.91
208,1654,1080,0.0221,0.0009,0.0034,0.0158,0.0005,0.0428,1318.91
209,1654,1080,0.0289,0.0009,0.0034,0.0159,0.0004,0.0495,1318.91
210,1654,1080,0.0224,0.0009,0.0033,0.0166,0.0019,0.0450,1318.91
211,1654,1080,0.0218,0.0009,0.0033,0.0159,0.0004,0.0423,1318.91
212,1654,1080,0.0221,0.0009,0.0034,0.0160,0.0004,0.0427,1318.91
213,1654,1080,0.0289,0.0008,0.0034,0.0159,0.0004,0.0495,1318.91
214,1654,1080,0.0223,0.0009,0.0033,0.0158,0.0004,0.0428,1318.91
215,1654,1080,0.0221,0.0008,0.0033,0.0159,0.0005,0.0426,1318.91
216,1654,1080,0.0224,0.0009,0.0034,0.0160,0.0004,0.0431,1318.91
217,1654,1080,0.0258,0.0009,0.0034,0.0157,0.0004,0.0462,1318.91
218,1654,1080,0.0224,0.0009,0.0035,0.0158,0.0004,0.0431,1318.91
219,1654,1080,0.0222,0.0009,0.0033,0.0158,0.0004,0.0425,1318.91
220,1654,1080,0.0223,0.0009,0.0033,0.0161,0.0004,0.0429,1318.91
221,1654,1080,0.0366,0.0009,0.0034,0.0159,0.0004,0.0572,1318.91
222,1654,1080,0.0224,0.0009,0.0036,0.0160,0.0004,0.0432,1318.91
223,1654,1080,0.0237,0.0009,0.0038,0.0159,0.0004,0.0446,1318.91
224,1654,1080,0.0222,0.0010,0.0034,0.0158,0.0004,0.0428,1318.91
225,1654,1080,0.0237,0.0009,0.0034,0.0159,0.0004,0.0443,1318.91
226,1654,1080,0.0225,0.0009,0.0032,0.0159,0.0004,0.0429,1318.91
227,1654,1080,0.0223,0.0009,0.0034,0.0159,0.0004,0.0428,1318.91
228,1654,1080,0.0225,0.0010,0.0036,0.0160,0.0004,0.0435,1318.91
229,1654,1080,0.0251,0.0009,0.0036,0.0158,0.0004,0.0458,1318.91
230,1654,1080,0.0227,0.0009,0.0034,0.0159,0.0007,0.0436,1318.91
231,1654,1080,0.0307,0.0010,0.0035,0.0159,0.0004,0.0517,1318.91
232,1654,1080,0.0227,0.0009,0.0033,0.0160,0.0004,0.0433,1318.91
233,1654,1080,0.0304,0.0009,0.0034,0.0158,0.0005,0.0509,1318.91
234,1654,1080,0.0225,0.0009,0.0035,0.0159,0.0005,0.0432,1318.91
235,1654,1080,0.0223,0.0009,0.0035,0.0159,0.0004,0.0430,1318.91
236,1654,1080,0.0223,0.0010,0.0034,0.0159,0.0005,0.0430,1318.91
237,1654,1080,0.0297,0.0009,0.0034,0.0160,0.0005,0.0505,1318.91
238,1654,1080,0.0224,0.0009,0.0037,0.0160,0.0005,0.0435,1318.91
239,1654,1080,0.0222,0.0009,0.0033,0.0160,0.0004,0.0428,1318.91
240,1654,1080,0.0222,0.0008,0.0033,0.0158,0.0005,0.0426,1318.91
241,1654,1080,0.0347,0.0009,0.0034,0.0159,0.0004,0.0553,1318.91
242,1654,1080,0.0224,0.0008,0.0034,0.0159,0.0004,0.0429,1318.91
243,1654,1080,0.0221,0.0009,0.0034,0.0162,0.0004,0.0430,1318.91
244,1654,1080,0.0229,0.0009,0.0033,0.0158,0.0005,0.0434,1318.91
245,1654,1080,0.0219,0.0009,0.0032,0.0159,0.0005,0.0425,1318.91
246,1654,1080,0.0221,0.0009,0.0033,0.0159,0.0005,0.0426,1318.91
247,1654,1080,0.0217,0.0009,0.0032,0.0158,0.0004,0.0420,1318.91
248,1654,1080,0.0216,0.0008,0.0034,0.0159,0.0004,0.0421,1318.91
249,1654,1080,0.0271,0.0010,0.0035,0.0159,0.0004,0.0479,1318.91
250,1654,1080,0.0215,0.0010,0.0033,0.0158,0.0005,0.0420,1318.91
251,1654,1080,0.0215,0.0008,0.0034,0.0160,0.0004,0.0422,1318.91
252,1654,1080,0.0218,0.0009,0.0035,0.0158,0.0004,0.0424,1318.91
253,1654,1080,0.0232,0.0008,0.0034,0.0158,0.0004,0.0436,1318.91
254,1654,1080,0.0231,0.0009,0.0035,0.0164,0.0003,0.0443,1318.91
255,1654,1080,0.0217,0.0009,0.0034,0.0161,0.0004,0.0425,1318.91
256,1654,1080,0.0223,0.0008,0.0035,0.0159,0.0004,0.0430,1318.91
257,1654,1080,0.0300,0.0009,0.0035,0.0158,0.0004,0.0505,1318.91
258,1654,1080,0.0223,0.0009,0.0035,0.0159,0.0004,0.0430,1318.91
259,1654,1080,0.0260,0.0010,0.0036,0.0161,0.0005,0.0471,1318.91
260,1654,1080,0.0217,0.0009,0.0033,0.0159,0.0005,0.0424,1318.91
261,1654,1080,0.0294,0.0009,0.0035,0.0172,0.0006,0.0515,1318.91
262,1654,1080,0.0259,0.0008,0.0035,0.0159,0.0003,0.0464,1318.91
263,1654,1080,0.0220,0.0009,0.0033,0.0159,0.0004,0.0424,1318.91
264,1654,1080,0.0354,0.0009,0.0037,0.0159,0.0004,0.0563,1319.12
265,1654,1080,0.0264,0.0009,0.0034,0.0158,0.0004,0.0469,1319.12
266,1654,1080,0.0239,0.0009,0.0034,0.0184,0.0017,0.0483,1319.12
267,1654,1080,0.0215,0.0009,0.0033,0.0158,0.0004,0.0419,1319.12
268,1654,1080,0.0217,0.0009,0.0033,0.0159,0.0004,0.0421,1319.12
269,1654,1080,0.0242,0.0009,0.0034,0.0158,0.0004,0.0446,1319.12
270,1654,1080,0.0217,0.0009,0.0034,0.0158,0.0004,0.0422,1319.12
271,1654,1080,0.0217,0.0009,0.0035,0.0158,0.0004,0.0423,1319.12
272,1654,1080,0.0217,0.0009,0.0034,0.0158,0.0003,0.0421,1319.12
273,1654,1080,0.0219,0.0009,0.0034,0.0159,0.0004,0.0425,1319.12
274,1654,1080,0.0298,0.0009,0.0033,0.0158,0.0004,0.0502,1319.12
275,1654,1080,0.0219,0.0010,0.0033,0.0159,0.0003,0.0424,1319.12
276,1654,1080,0.0217,0.0010,0.0035,0.0158,0.0004,0.0424,1319.12
277,1654,1080,0.0217,0.0009,0.0033,0.0159,0.0004,0.0423,1319.12
278,1654,1080,0.0308,0.0009,0.0033,0.0161,0.0004,0.0516,1319.12
279,1654,1080,0.0221,0.0009,0.0033,0.0160,0.0004,0.0427,1319.12
280,1654,1080,0.0218,0.0009,0.0033,0.0159,0.0004,0.0423,1319.12
281,1654,1080,0.0219,0.0009,0.0035,0.0160,0.0004,0.0427,1319.12
282,1654,1080,0.0339,0.0009,0.0033,0.0158,0.0003,0.0543,1319.12
283,1654,1080,0.0221,0.0009,0.0032,0.0159,0.0003,0.0425,1319.12
284,1654,1080,0.0219,0.0009,0.0033,0.0160,0.0004,0.0426,1319.12
285,1654,1080,0.0220,0.0009,0.0033,0.0159,0.0003,0.0425,1319.12
286,1654,1080,0.0428,0.0009,0.0035,0.0159,0.0004,0.0634,1319.12
287,1654,1080,0.0221,0.0009,0.0034,0.0160,0.0004,0.0429,1319.12
288,1654,1080,0.0222,0.0009,0.0035,0.0160,0.0004,0.0430,1319.12
289,1654,1080,0.0323,0.0009,0.0034,0.0158,0.0004,0.0529,1319.12
290,1654,1080,0.0221,0.0009,0.0032,0.0158,0.0004,0.0424,1319.12
291,1654,1080,0.0222,0.0009,0.0034,0.0162,0.0005,0.0431,1319.12
292,1654,1080,0.0221,0.0009,0.0033,0.0159,0.0004,0.0426,1319.12
293,1654,1080,0.0299,0.0009,0.0033,0.0159,0.0004,0.0505,1319.12
294,1654,1080,0.0222,0.0009,0.0033,0.0159,0.0004,0.0426,1319.12
295,1654,1080,0.0221,0.0009,0.0033,0.0160,0.0004,0.0427,1319.12
296,1654,1080,0.0224,0.0009,0.0033,0.0158,0.0004,0.0428,1319.12
297,1654,1080,0.0249,0.0009,0.0034,0.0159,0.0004,0.0454,1319.12
298,1654,1080,0.0223,0.0009,0.0033,0.0164,0.0005,0.0434,1319.12
299,1654,1080,0.0237,0.0009,0.0034,0.0158,0.0004,0.0442,1319.12
300,1654,1080,0.0221,0.0009,0.0035,0.0160,0.0004,0.0428,1319.12
301,1654,1080,0.0249,0.0009,0.0036,0.0161,0.0004,0.0459,1319.12
302,1654,1080,0.0224,0.0009,0.0034,0.0158,0.0004,0.0429,1319.12
303,1654,1080,0.0225,0.0010,0.0035,0.0158,0.0005,0.0432,1319.12
304,1654,1080,0.0310,0.0009,0.0033,0.0160,0.0005,0.0516,1319.12
305,1654,1080,0.0259,0.0009,0.0033,0.0158,0.0004,0.0463,1319.12
306,1654,1080,0.0221,0.0009,0.0035,0.0158,0.0004,0.0428,1319.12
307,1654,1080,0.0224,0.0009,0.0034,0.0158,0.0004,0.0428,1319.12
308,1654,1080,0.0222,0.0009,0.0033,0.0157,0.0004,0.0425,1319.12
309,1654,1080,0.0299,0.0009,0.0034,0.0158,0.0004,0.0504,1319.12
310,1654,1080,0.0224,0.0009,0.0033,0.0158,0.0003,0.0427,1319.12
311,1654,1080,0.0237,0.0009,0.0034,0.0160,0.0004,0.0444,1319.12
312,1654,1080,0.0221,0.0010,0.0033,0.0159,0.0004,0.0425,1319.12
313,1654,1080,0.0239,0.0009,0.0034,0.0158,0.0004,0.0445,1319.12
314,1654,1080,0.0313,0.0009,0.0034,0.0159,0.0004,0.0520,1319.12
315,1654,1080,0.0224,0.0010,0.0034,0.0159,0.0004,0.0431,1319.12
316,1654,1080,0.0238,0.0009,0.0037,0.0158,0.0004,0.0445,1319.12
317,1654,1080,0.0292,0.0009,0.0033,0.0161,0.0004,0.0499,1319.12
318,1654,1080,0.0221,0.0009,0.0033,0.0164,0.0021,0.0448,1319.12
319,1654,1080,0.0231,0.0009,0.0035,0.0160,0.0004,0.0439,1319.12
320,1654,1080,0.0226,0.0009,0.0033,0.0159,0.0005,0.0432,1319.12
321,1654,1080,0.0314,0.0009,0.0033,0.0159,0.0004,0.0519,1319.12
322,1654,1080,0.0230,0.0009,0.0035,0.0158,0.0004,0.0435,1319.12
